,zfygpa,zgpa,DOB_yr,isPartTime,sex,race,cluster_tier,family_income,lsat,ugpa,pass_bar,weighted_lsat_ugpa
18909,0.39,-0.26,69.0,No,Female,White,6.0,4.0,36.5,3.6,Passed,778.4210345
18910,-0.08,-0.39,69.0,No,Male,White,3.0,4.0,36.0,3.3,Passed,740.526298
18911,-0.66,-1.03,69.0,No,Male,White,2.0,4.0,28.5,2.9,Failed_or_not_attempted,582.1052505
18912,-2.37,-2.46,69.0,No,Female,Black,4.0,2.0,28.0,3.4,Failed_or_not_attempted,624.210514
18913,-0.32,0.04,67.0,No,Female,Other,5.0,4.0,30.5,3.4,Passed,663.6841965
18914,-0.62,-0.72,56.0,No,Male,White,3.0,4.0,33.0,3.3,Passed,693.157879
18915,0.86,0.8,69.0,No,Male,White,6.0,5.0,43.0,3.8,Failed_or_not_attempted,901.052609
18916,1.37,1.13,67.0,No,Male,White,5.0,3.0,48.0,3.8,Passed,979.999974
18917,-0.03,-0.63,68.0,No,Male,White,5.0,3.0,34.0,3.1,Passed,688.947352
18918,0.54,-0.2,69.0,No,Female,White,4.0,4.0,41.0,3.9,Passed,879.473663
18919,-0.16,0.71,68.0,No,Male,White,4.0,3.0,35.0,3.9,Passed,784.736825
18920,0.19,-0.38,69.0,No,Male,White,5.0,5.0,42.0,3.8,Passed,885.2631359999999
18921,-0.32,0.05,68.0,No,Female,White,5.0,4.0,38.0,3.7,Passed,812.105244
18922,0.92,0.7,66.0,No,Male,White,3.0,4.0,37.5,3.2,Passed,754.2105075000001
18923,-1.56,-1.11,69.0,No,Female,White,4.0,4.0,38.0,3.7,Passed,812.105244
18924,-3.6,0.0,67.0,Yes,Male,Black,3.0,3.0,27.0,2.3,Failed_or_not_attempted,498.421041
18925,0.9,1.47,64.0,No,Male,White,4.0,3.0,39.0,3.6,Passed,817.894717
18926,0.04,-0.78,69.0,No,Male,White,3.0,3.0,34.0,3.0,Passed,678.9473519999999
18927,1.23,1.03,69.0,No,Male,White,4.0,4.0,37.0,3.4,Passed,766.3157709999999
18928,0.0,0.0,65.0,Yes,Female,White,3.0,3.0,36.0,3.6,Passed,770.526298
18929,1.78,1.43,69.0,No,Male,Other,3.0,2.0,37.0,3.3,Passed,756.3157709999999
18930,0.08,0.76,63.0,No,Male,White,3.0,4.0,33.0,3.2,Passed,683.157879
18931,-0.42,-0.05,66.0,No,Female,White,3.0,4.0,42.0,3.5,Passed,855.263136
18932,0.37,0.49,69.0,No,Female,White,3.0,3.0,28.0,3.3,Passed,614.210514
18933,-0.61,-0.48,69.0,No,Male,White,5.0,4.0,36.0,3.2,Passed,730.526298
18934,-1.52,0.1,46.0,Yes,Female,White,3.0,3.0,42.0,3.7,Passed,875.263136
18935,1.9,1.66,68.0,No,Female,White,5.0,4.0,41.0,3.5,Passed,839.473663
18936,0.63,0.58,64.0,Yes,Female,White,4.0,3.0,34.5,3.8,Passed,766.8420884999999
18937,-0.8,-0.48,64.0,No,Female,White,4.0,2.0,37.0,3.1,Passed,736.315771
18938,1.23,0.56,61.0,No,Female,White,6.0,3.0,46.0,3.7,Passed,938.421028
18939,0.86,0.68,67.0,No,Male,White,3.0,3.0,34.0,3.1,Passed,688.947352
18940,-1.92,-0.89,65.0,No,Female,Other,3.0,4.0,38.5,3.4,Passed,789.9999805
18941,-1.99,-1.37,52.0,No,Male,White,3.0,3.0,31.0,2.7,Passed,601.578933
18942,-0.48,-1.68,65.0,No,Male,White,2.0,4.0,34.0,2.4,Failed_or_not_attempted,618.9473519999999
18943,-1.72,-2.1,68.0,No,Male,White,4.0,4.0,33.0,3.5,Passed,713.157879
18944,-0.13,-0.74,65.0,No,Male,Other,3.0,3.0,34.0,3.1,Passed,688.947352
18945,0.05,0.32,47.0,No,Male,Other,1.0,2.0,32.0,2.4,Passed,587.3684059999999
18946,-0.51,-0.25,66.0,No,Male,White,4.0,4.0,38.0,3.4,Passed,782.105244
18947,1.26,0.93,69.0,No,Male,White,6.0,4.0,45.0,3.6,Passed,912.6315549999999
18948,-1.9,0.0,64.0,No,Male,Black,1.0,4.0,25.5,2.3,Failed_or_not_attempted,474.7368315
18949,1.28,0.0,67.0,Yes,Female,White,3.0,3.0,35.0,2.6,Failed_or_not_attempted,654.736825
18950,-0.06,-0.21,63.0,Yes,Male,White,3.0,3.0,37.0,2.7,Passed,696.315771
18951,1.08,1.18,69.0,No,Female,White,4.0,3.0,40.0,3.6,Passed,833.6841900000001
18952,-1.05,-0.96,69.0,No,Female,White,4.0,4.0,33.0,3.2,Passed,683.157879
18953,0.12,0.59,67.0,No,Male,White,3.0,4.0,28.0,3.4,Passed,624.210514
18954,-1.7,-1.81,68.0,No,Male,White,4.0,3.0,40.0,3.4,Passed,813.68419
18955,0.75,1.23,69.0,No,Female,White,5.0,4.0,43.0,3.7,Passed,891.052609
18956,-1.73,-2.08,69.0,No,Female,Black,4.0,2.0,36.0,3.4,Failed_or_not_attempted,750.526298
18957,0.51,0.51,52.0,No,Female,White,3.0,3.0,31.0,3.6,Passed,691.578933
18958,0.88,1.01,52.0,No,Female,White,1.0,4.0,34.0,3.6,Passed,738.947352
18959,-0.94,-0.96,57.0,No,Female,White,5.0,4.0,37.0,2.6,Passed,686.315771
18960,-0.73,0.0,67.0,No,Male,White,3.0,4.0,29.0,3.5,Failed_or_not_attempted,649.9999869999999
18961,-0.77,-1.44,54.0,No,Male,White,4.0,2.0,36.0,3.1,Passed,720.526298
18962,0.03,-0.55,68.0,No,Male,White,3.0,4.0,30.0,3.2,Passed,635.78946
18964,-0.41,-0.75,69.0,No,Female,White,3.0,3.0,32.0,3.6,Passed,707.368406
18965,0.17,0.21,69.0,No,Male,White,5.0,3.0,34.0,3.4,Passed,718.9473519999999
18966,-0.34,-1.05,66.0,No,Male,White,4.0,3.0,44.0,3.2,Passed,856.842082
18967,-1.25,-1.17,65.0,No,Male,White,2.0,5.0,28.0,3.2,Passed,604.210514
18968,0.76,0.74,69.0,No,Male,White,3.0,3.0,39.0,3.0,Passed,757.8947169999999
18969,-0.99,-0.41,69.0,No,Male,White,3.0,5.0,32.5,3.3,Passed,685.2631425
18970,0.26,-0.67,60.0,Yes,Female,White,2.0,3.0,30.0,3.0,Passed,615.78946
18971,0.46,-0.67,66.0,No,Male,White,3.0,4.0,29.0,2.9,Passed,589.9999869999999
18972,-0.57,-0.69,68.0,No,Female,Other,5.0,3.0,46.0,3.1,Passed,878.421028
18973,-0.33,-0.55,63.0,No,Female,Other,4.0,3.0,42.0,3.1,Passed,815.263136
18974,-1.21,-1.05,68.0,No,Male,White,3.0,3.0,30.0,3.1,Passed,625.78946
18975,0.67,1.11,68.0,No,Male,White,2.0,3.0,35.0,3.5,Passed,744.736825
18976,-0.8,0.13,68.0,No,Female,White,3.0,4.0,37.5,3.2,Passed,754.2105075000001
18977,1.26,0.77,68.0,No,Male,White,6.0,3.0,40.0,3.1,Passed,783.6841900000001
18978,-0.93,-1.18,67.0,No,Male,White,3.0,4.0,29.0,2.3,Passed,529.9999869999999
18979,0.15,1.47,69.0,No,Male,Other,3.0,3.0,36.0,3.6,Passed,770.526298
18980,0.71,1.04,65.0,No,Male,Black,1.0,1.0,30.0,3.4,Passed,655.78946
18981,1.01,1.28,48.0,No,Male,White,3.0,4.0,40.0,3.6,Passed,833.6841900000001
18982,-0.16,-0.66,58.0,Yes,Male,White,4.0,3.0,33.0,3.2,Passed,683.157879
18983,2.13,2.55,62.0,No,Female,White,5.0,2.0,40.0,2.9,Passed,763.68419
18984,1.36,1.3,68.0,Yes,Female,White,5.0,4.0,37.0,3.5,Passed,776.315771
18985,0.82,0.47,67.0,No,Male,Black,4.0,1.0,40.0,3.4,Passed,813.68419
18986,0.93,1.1,34.0,No,Female,White,1.0,4.0,31.0,3.0,Passed,631.578933
18987,-1.97,-1.63,68.0,No,Male,White,3.0,4.0,34.0,3.0,Failed_or_not_attempted,678.9473519999999
18988,0.18,-0.79,59.0,Yes,Male,White,3.0,4.0,32.0,3.4,Failed_or_not_attempted,687.3684059999999
18989,-1.36,-1.48,63.0,No,Male,White,6.0,4.0,41.0,3.8,Passed,869.473663
18990,1.32,0.66,68.0,No,Male,White,3.0,4.0,35.0,2.8,Passed,674.736825
18991,0.2,0.64,68.0,No,Male,White,5.0,4.0,37.0,3.2,Passed,746.315771
18992,-0.91,-1.64,68.0,No,Male,White,5.0,3.0,34.5,3.6,Passed,746.8420885
18993,0.47,0.25,42.0,Yes,Male,White,3.0,4.0,32.0,3.5,Passed,697.368406
18994,-0.36,0.06,69.0,No,Female,White,4.0,4.0,44.0,3.6,Passed,896.842082
18995,0.82,0.55,68.0,No,Female,White,3.0,2.0,36.0,3.4,Passed,750.526298
18996,0.97,0.62,70.0,No,Male,White,4.0,4.0,37.0,3.5,Passed,776.315771
18997,0.14,-0.59,69.0,No,Female,Black,4.0,3.0,32.0,2.8,Passed,627.3684059999999
18998,-0.59,-0.62,68.0,No,Female,White,3.0,3.0,42.0,3.0,Passed,805.263136
18999,-1.01,-1.53,67.0,No,Male,White,3.0,5.0,27.0,2.3,Passed,498.421041
19000,-0.17,-0.2,70.0,No,Male,White,3.0,3.0,26.0,3.6,Passed,612.631568
19001,0.42,0.78,69.0,No,Male,White,6.0,3.0,44.0,4.0,Passed,936.842082
19002,0.06,-0.11,64.0,No,Male,White,2.0,4.0,29.0,2.6,Passed,559.999987
19003,1.9,2.23,44.0,No,Female,White,4.0,3.0,47.0,3.9,Passed,974.210501
19004,0.85,0.48,69.0,No,Male,White,4.0,4.0,36.0,3.5,Passed,760.526298
19005,-1.62,-2.13,57.0,No,Male,White,4.0,3.0,36.0,3.6,Failed_or_not_attempted,770.526298
19006,-0.3,-0.75,69.0,No,Female,Black,5.0,2.0,37.0,3.3,Passed,756.3157709999999
19007,-0.35,-0.59,65.0,No,Male,White,3.0,4.0,41.0,2.3,Passed,719.473663
19008,2.26,1.76,67.0,No,Male,White,5.0,3.0,44.0,3.7,Passed,906.842082
19009,0.14,0.1,67.0,No,Male,White,4.0,3.0,39.0,3.1,Passed,767.894717
19010,1.07,1.08,69.0,No,Male,White,4.0,2.0,43.0,3.5,Passed,871.052609
19011,0.27,-0.02,64.0,No,Female,Other,4.0,4.0,40.0,3.1,Failed_or_not_attempted,783.6841900000001
19012,0.75,-0.65,67.0,No,Female,White,3.0,5.0,43.0,1.9,Passed,711.052609
19013,-0.33,0.49,64.0,No,Male,White,4.0,4.0,44.0,3.4,Passed,876.842082
19014,-0.64,-1.33,61.0,No,Female,Other,2.0,2.0,27.0,3.0,Passed,568.4210410000001
19016,0.0,0.0,69.0,No,Male,Other,6.0,3.0,44.0,3.4,Passed,876.842082
19017,0.21,0.1,61.0,No,Male,White,3.0,5.0,30.5,3.3,Passed,653.6841965
19018,0.0,0.0,41.0,Yes,Female,White,5.0,3.0,40.0,2.6,Failed_or_not_attempted,733.6841900000001
19019,-0.24,-0.83,67.0,No,Female,White,3.0,4.0,42.0,3.1,Failed_or_not_attempted,815.263136
19020,0.01,-0.09,68.0,No,Female,White,3.0,3.0,32.0,3.2,Passed,667.368406
19021,1.28,1.23,67.0,No,Female,White,5.0,3.0,41.0,3.7,Failed_or_not_attempted,859.473663
19022,2.19,1.62,69.0,No,Male,White,5.0,4.0,43.0,3.7,Passed,891.052609
19023,-0.18,-0.14,69.0,No,Female,Other,2.0,3.0,27.5,3.1,Passed,586.3157775
19024,0.0,0.0,64.0,No,Female,White,3.0,4.0,32.0,3.1,Failed_or_not_attempted,657.368406
19025,-0.33,-1.01,65.0,No,Male,White,3.0,1.0,37.0,2.8,Passed,706.3157709999999
19026,-0.32,-0.87,69.0,No,Female,White,4.0,4.0,34.0,3.0,Passed,678.9473519999999
19028,0.0,0.0,67.0,No,Female,Other,6.0,2.0,34.0,3.4,Passed,718.9473519999999
19029,0.0,0.0,64.0,No,Female,Black,3.0,3.0,18.0,3.0,Failed_or_not_attempted,426.315784
19030,1.41,1.28,66.0,No,Male,White,3.0,3.0,37.0,2.8,Passed,706.3157709999999
19032,0.37,0.83,57.0,No,Male,Other,5.0,2.0,31.0,3.3,Passed,661.578933
19033,1.26,1.07,69.0,No,Male,White,3.0,3.0,31.0,3.1,Passed,641.578933
19034,0.51,0.48,68.0,No,Male,Other,4.0,4.0,39.0,3.1,Passed,767.894717
19035,-0.24,-0.16,65.0,Yes,Male,White,3.0,3.0,36.5,2.3,Passed,648.4210344999999
19036,-1.02,-1.06,65.0,No,Female,White,2.0,2.0,34.0,2.5,Passed,628.9473519999999
19037,1.47,1.0,69.0,No,Female,White,2.0,4.0,31.0,3.5,Failed_or_not_attempted,681.578933
19038,0.17,0.43,68.0,No,Female,White,3.0,3.0,37.3,3.5,Passed,781.0526129
19039,0.59,1.12,67.0,No,Male,White,2.0,3.0,39.0,2.7,Passed,727.894717
19040,-1.37,-1.03,59.0,No,Male,Black,5.0,4.0,39.0,2.4,Passed,697.8947169999999
19041,0.91,1.21,54.0,No,Female,White,5.0,3.0,41.0,3.6,Failed_or_not_attempted,849.473663
19042,-0.3,-0.35,67.0,No,Female,Other,6.0,3.0,33.0,3.7,Failed_or_not_attempted,733.157879
19043,0.1,0.21,67.0,No,Male,White,2.0,4.0,35.0,3.0,Passed,694.736825
19044,0.0,0.0,68.0,Yes,Male,White,3.0,3.0,31.0,3.5,Failed_or_not_attempted,681.578933
19045,0.0,0.0,68.0,No,Male,White,3.0,4.0,34.5,2.8,Passed,666.8420884999999
19046,-1.41,-1.66,67.0,No,Male,Other,3.0,1.0,22.0,2.6,Failed_or_not_attempted,449.473676
19047,1.81,1.5,69.0,No,Male,White,5.0,4.0,39.0,3.0,Passed,757.8947169999999
19048,2.14,2.02,69.0,No,Male,White,5.0,4.0,37.0,3.1,Passed,736.315771
19049,-0.79,0.0,60.0,No,Male,White,4.0,4.0,40.0,3.6,Failed_or_not_attempted,833.6841900000001
19050,0.7,0.5,69.0,No,Female,White,3.0,4.0,37.0,3.9,Passed,816.3157709999999
19051,-0.52,0.13,68.0,No,Male,White,5.0,4.0,36.0,2.9,Passed,700.526298
19052,0.04,-0.42,62.0,No,Male,Black,2.0,3.0,30.0,3.0,Passed,615.78946
19053,0.0,0.0,67.0,No,Female,White,4.0,4.0,36.0,3.0,Failed_or_not_attempted,710.526298
19055,0.22,-0.19,68.0,No,Male,White,3.0,4.0,36.0,2.9,Passed,700.526298
19056,0.85,0.94,64.0,Yes,Male,White,5.0,4.0,35.5,2.5,Passed,652.6315615
19057,0.0,0.0,58.0,No,Male,White,4.0,2.0,35.0,3.7,Passed,764.736825
19058,0.0,0.0,65.0,No,Male,Other,5.0,3.0,32.0,2.3,Failed_or_not_attempted,577.3684059999999
19059,0.36,0.07,68.0,No,Female,White,4.0,3.0,35.0,3.6,Passed,754.736825
19060,0.0,0.0,43.0,No,Male,Other,3.0,3.0,32.0,2.8,Failed_or_not_attempted,627.3684059999999
19061,-1.27,-0.99,43.0,No,Male,White,4.0,3.0,31.0,2.2,Failed_or_not_attempted,551.578933
19062,0.24,-0.05,58.0,No,Female,White,3.0,5.0,32.5,2.5,Passed,605.2631425
19063,0.94,1.13,66.0,No,Female,White,3.0,4.0,41.0,3.1,Passed,799.473663
19064,0.14,-0.18,64.0,No,Female,Other,5.0,3.0,43.0,3.9,Passed,911.052609
19065,0.43,0.38,67.0,Yes,Male,White,5.0,5.0,36.0,2.5,Passed,660.526298
19066,-1.51,0.0,60.0,No,Male,Black,1.0,3.0,19.5,3.0,Failed_or_not_attempted,449.99999349999996
19067,-1.31,-1.16,64.0,No,Female,Black,5.0,1.0,26.0,2.9,Failed_or_not_attempted,542.631568
19068,0.32,0.82,68.0,No,Male,White,6.0,4.0,46.0,4.0,Failed_or_not_attempted,968.421028
19069,-0.49,-0.83,56.0,No,Male,White,3.0,3.0,33.0,3.0,Failed_or_not_attempted,663.157879
19071,0.41,0.5,69.0,No,Male,White,5.0,4.0,38.0,3.1,Passed,752.105244
19072,0.37,-0.13,69.0,No,Female,White,4.0,4.0,42.0,2.8,Passed,785.2631359999999
19073,0.46,-0.72,64.0,Yes,Male,White,3.0,3.0,37.0,2.4,Passed,666.3157709999999
19074,0.95,-0.28,68.0,No,Female,White,4.0,3.0,33.0,2.9,Failed_or_not_attempted,653.157879
19075,0.01,0.17,69.0,No,Female,White,3.0,4.0,40.0,3.6,Passed,833.6841900000001
19076,0.0,0.0,67.0,No,Male,White,6.0,5.0,48.0,3.6,Passed,959.999974
19077,1.16,0.8,66.0,No,Male,White,5.0,4.0,44.0,3.7,Passed,906.842082
19078,0.57,0.18,65.0,No,Male,White,5.0,3.0,42.0,3.0,Passed,805.263136
19080,0.47,0.24,68.0,No,Male,White,3.0,4.0,40.0,2.9,Passed,763.68419
19081,-0.84,-0.22,68.0,No,Male,Black,5.0,3.0,37.0,3.6,Passed,786.315771
19082,-0.2,-0.1,65.0,No,Male,White,4.0,5.0,44.0,2.3,Failed_or_not_attempted,766.842082
19083,1.47,0.8,67.0,No,Female,White,3.0,4.0,36.5,2.6,Passed,678.4210345
19084,0.0,0.0,67.0,No,Female,White,3.0,2.0,37.0,3.2,Failed_or_not_attempted,746.315771
19085,-0.27,-0.25,66.0,No,Male,White,3.0,4.0,38.0,3.5,Passed,792.105244
19086,0.08,0.29,67.0,No,Female,Other,5.0,5.0,48.0,3.6,Passed,959.999974
19087,0.0,0.0,68.0,No,Male,White,2.0,4.0,31.0,3.9,Failed_or_not_attempted,721.578933
19088,-0.98,-1.1,60.0,No,Male,White,4.0,3.0,38.0,2.6,Passed,702.105244
19089,-0.11,0.0,61.0,Yes,Female,Other,3.0,4.0,37.0,2.8,Failed_or_not_attempted,706.3157709999999
19090,0.0,0.0,69.0,No,Male,White,4.0,3.0,35.5,3.3,Passed,732.6315615
19091,0.16,0.63,69.0,No,Female,White,3.0,4.0,30.0,3.8,Passed,695.78946
19092,-0.55,-1.0,38.0,No,Male,White,3.0,4.0,32.0,2.1,Failed_or_not_attempted,557.368406
19093,0.53,0.31,69.0,No,Male,White,3.0,4.0,31.0,3.8,Passed,711.578933
19094,1.36,1.25,68.0,No,Female,White,4.0,4.0,43.0,3.6,Passed,881.052609
19095,0.0,0.0,70.0,No,Female,White,5.0,2.0,46.0,3.1,Failed_or_not_attempted,878.421028
19096,-0.06,0.18,69.0,No,Male,White,3.0,3.0,36.0,3.5,Passed,760.526298
19097,1.47,0.63,54.0,No,Male,White,2.0,4.0,43.0,3.2,Passed,841.052609
19098,-1.39,-1.27,69.0,No,Male,White,5.0,4.0,32.5,3.8,Passed,735.2631425
19100,1.68,2.05,68.0,No,Male,White,3.0,4.0,37.5,3.4,Passed,774.2105075
19101,-1.17,-1.13,67.0,Yes,Male,White,3.0,2.0,24.7,3.4,Passed,572.1052530999999
19102,0.27,1.03,68.0,No,Male,White,5.0,3.0,42.0,3.4,Passed,845.2631359999999
19103,-1.13,0.0,67.0,No,Female,White,1.0,3.0,37.0,3.0,Passed,726.315771
19104,0.0,0.0,45.0,No,Female,Black,4.0,2.0,32.0,3.4,Passed,687.3684059999999
19105,-0.53,0.05,68.0,No,Female,Other,3.0,2.0,31.0,3.4,Passed,671.578933
19106,-0.52,-0.17,68.0,No,Male,White,5.0,5.0,41.5,3.4,Passed,837.3683994999999
19107,0.0,0.0,69.0,No,Male,White,3.0,4.0,37.0,3.2,Failed_or_not_attempted,746.315771
19108,0.22,-0.07,67.0,Yes,Female,White,3.0,3.0,39.0,3.2,Passed,777.894717
19109,-1.11,-1.17,61.0,No,Male,White,5.0,2.0,33.0,3.4,Passed,703.157879
19110,0.16,0.81,66.0,No,Female,White,3.0,4.0,32.0,3.2,Passed,667.368406
19111,0.0,0.0,45.0,No,Female,White,3.0,3.0,32.5,3.3,Failed_or_not_attempted,685.2631425
19112,0.34,0.06,58.0,No,Male,White,5.0,3.0,43.0,3.6,Failed_or_not_attempted,881.052609
19113,-0.43,0.11,51.0,No,Male,White,4.0,3.0,36.0,3.3,Failed_or_not_attempted,740.526298
19114,0.74,-0.17,69.0,No,Male,White,2.0,4.0,33.0,2.9,Passed,653.157879
19115,-0.92,-0.67,69.0,No,Male,White,5.0,4.0,33.0,3.2,Passed,683.157879
19116,0.0,0.0,70.0,No,Female,White,6.0,4.0,47.0,3.6,Passed,944.210501
19117,0.19,0.34,68.0,No,Male,White,4.0,4.0,45.0,3.2,Passed,872.6315549999999
19118,-0.05,-0.38,68.0,No,Male,White,3.0,4.0,37.0,3.2,Passed,746.315771
19119,-0.29,-0.55,60.0,Yes,Male,White,3.0,4.0,27.0,3.3,Passed,598.421041
19120,0.0,0.0,69.0,No,Female,White,2.0,3.0,35.0,3.2,Passed,714.736825
19121,-0.02,-0.85,69.0,No,Male,White,3.0,4.0,35.0,2.8,Passed,674.736825
19123,0.0,0.0,67.0,No,Male,Other,6.0,4.0,37.0,3.4,Passed,766.3157709999999
19124,-0.47,-0.07,66.0,No,Female,White,2.0,3.0,32.0,2.4,Passed,587.3684059999999
19125,-0.73,-1.25,69.0,No,Female,White,5.0,3.0,33.0,3.7,Passed,733.157879
19126,0.24,0.28,68.0,No,Male,White,4.0,4.0,30.0,3.2,Passed,635.78946
19127,0.0,0.0,69.0,No,Female,White,3.0,3.0,34.0,3.5,Failed_or_not_attempted,728.9473519999999
19128,0.0,0.0,69.0,No,Male,White,6.0,4.0,47.0,4.0,Passed,984.210501
19129,-0.58,-0.5,68.0,No,Female,White,5.0,4.0,40.0,3.6,Failed_or_not_attempted,833.6841900000001
19130,0.3,0.39,69.0,No,Male,White,3.0,3.0,33.0,3.5,Passed,713.157879
19131,0.03,-0.7,59.0,No,Male,White,4.0,2.0,46.0,3.8,Passed,948.421028
19132,-1.58,0.0,67.0,No,Male,Black,2.0,4.0,25.0,2.8,Failed_or_not_attempted,516.842095
19133,-0.85,0.0,67.0,No,Male,Black,3.0,3.0,24.0,3.2,Failed_or_not_attempted,541.052622
19134,0.0,0.0,67.0,No,Female,White,4.0,3.0,40.0,3.3,Passed,803.68419
19135,1.04,1.05,66.0,No,Male,White,4.0,4.0,41.0,3.6,Passed,849.473663
19136,1.34,1.2,68.0,No,Male,White,3.0,4.0,37.0,2.8,Passed,706.3157709999999
19137,1.71,1.8,54.0,No,Female,White,2.0,2.0,37.0,3.5,Passed,776.315771
19138,-0.58,-0.61,66.0,No,Male,White,4.0,4.0,29.0,3.4,Passed,639.9999869999999
19139,-0.24,0.61,67.0,No,Female,White,3.0,4.0,33.0,3.2,Passed,683.157879
19140,-0.47,-1.06,65.0,No,Male,White,3.0,3.0,33.5,2.8,Passed,651.0526155
19141,-1.14,-0.18,67.0,No,Female,White,3.0,3.0,39.0,2.9,Passed,747.8947169999999
19142,-1.71,-1.23,59.0,No,Male,Black,4.0,4.0,22.5,3.0,Failed_or_not_attempted,497.3684125
19143,-1.28,-0.81,63.0,No,Male,Black,3.0,2.0,17.5,3.6,Passed,478.4210475
19144,2.1,0.0,62.0,No,Male,White,4.0,3.0,47.0,3.3,Failed_or_not_attempted,914.210501
19145,1.42,1.27,54.0,Yes,Male,White,4.0,2.0,45.0,2.9,Passed,842.6315549999999
19146,0.16,0.24,66.0,No,Male,White,4.0,4.0,43.0,2.9,Passed,811.052609
19147,-0.99,-0.91,54.0,No,Male,White,5.0,2.0,40.0,3.5,Passed,823.68419
19148,-0.11,-0.38,69.0,No,Female,White,4.0,4.0,35.0,3.3,Passed,724.736825
19149,-0.07,0.15,68.0,No,Male,White,4.0,5.0,35.0,3.7,Passed,764.736825
19150,0.4,1.04,68.0,No,Female,White,3.0,3.0,42.0,3.0,Passed,805.263136
19151,-0.03,-0.07,68.0,No,Male,White,2.0,4.0,35.0,2.8,Passed,674.736825
19152,-0.65,-0.54,68.0,No,Male,White,5.0,3.0,47.0,3.3,Passed,914.210501
19153,0.0,0.0,65.0,No,Female,White,3.0,3.0,39.0,3.9,Failed_or_not_attempted,847.8947169999999
19154,-0.12,-0.55,66.0,No,Male,Other,2.0,1.0,25.0,2.8,Passed,516.842095
19155,-0.81,-1.15,53.0,No,Female,White,2.0,3.0,31.0,3.5,Failed_or_not_attempted,681.578933
19156,-1.45,-1.19,68.0,No,Female,Other,3.0,3.0,29.0,3.1,Passed,609.999987
19157,0.0,0.0,70.0,No,Female,White,3.0,5.0,34.0,3.3,Failed_or_not_attempted,708.9473519999999
19158,-0.69,0.0,69.0,No,Male,Black,4.0,2.0,32.0,2.9,Failed_or_not_attempted,637.3684059999999
19159,0.73,1.03,48.0,No,Female,White,5.0,3.0,36.5,3.1,Failed_or_not_attempted,728.4210345
19160,0.51,0.63,64.0,No,Male,White,2.0,4.0,40.0,3.3,Passed,803.68419
19161,0.0,0.0,63.0,No,Male,White,4.0,4.0,37.0,3.8,Failed_or_not_attempted,806.3157709999999
19162,-0.03,-0.37,67.0,No,Female,White,3.0,4.0,45.0,3.5,Passed,902.6315549999999
19163,1.19,0.3,69.0,No,Male,White,3.0,3.0,39.0,3.1,Passed,767.894717
19164,-1.26,-1.0,69.0,No,Female,White,5.0,3.0,39.0,4.0,Passed,857.8947169999999
19165,1.34,0.47,66.0,No,Male,White,4.0,4.0,32.5,2.7,Passed,625.2631425
19166,-0.75,0.0,67.0,No,Male,White,4.0,4.0,43.0,3.6,Failed_or_not_attempted,881.052609
19167,0.55,1.07,68.0,No,Female,White,2.0,4.0,27.7,3.6,Passed,639.4736721
19168,-1.59,-1.51,69.0,No,Male,White,4.0,3.0,43.0,2.9,Passed,811.052609
19169,0.26,0.64,68.0,No,Male,White,4.0,3.0,35.0,3.1,Passed,704.736825
19170,-2.14,-1.61,51.0,No,Male,Black,5.0,2.0,22.0,3.2,Passed,509.473676
19171,0.68,0.0,68.0,No,Female,White,6.0,5.0,40.0,3.6,Passed,833.6841900000001
19172,1.25,1.59,67.0,No,Male,White,3.0,4.0,38.0,2.6,Passed,702.105244
19173,0.0,0.0,62.0,No,Male,Other,5.0,5.0,41.0,3.2,Failed_or_not_attempted,809.473663
19174,-0.35,0.04,68.0,No,Female,White,4.0,4.0,41.0,3.4,Passed,829.473663
19175,-0.38,-0.39,45.0,No,Male,White,4.0,2.0,38.0,3.2,Passed,762.105244
19176,0.0,0.0,66.0,No,Male,White,6.0,4.0,38.0,3.3,Passed,772.105244
19177,-0.24,0.23,59.0,No,Male,White,3.0,3.0,39.0,3.7,Passed,827.894717
19178,0.08,-0.22,68.0,No,Male,White,3.0,3.0,34.0,3.2,Passed,698.947352
19179,1.38,1.17,69.0,No,Male,White,3.0,2.0,38.0,3.8,Passed,822.105244
19180,-0.07,-0.47,69.0,No,Male,White,2.0,3.0,37.0,2.7,Passed,696.315771
19181,0.55,0.09,68.0,No,Female,Other,3.0,4.0,37.0,3.0,Passed,726.315771
19182,1.41,0.86,69.0,No,Male,White,3.0,4.0,32.5,3.2,Passed,675.2631425
19183,-1.11,-0.78,69.0,No,Female,White,3.0,4.0,35.0,3.4,Passed,734.736825
19184,-0.43,0.0,67.0,No,Male,White,3.0,3.0,43.0,3.0,Failed_or_not_attempted,821.052609
19185,-1.26,-0.62,58.0,Yes,Male,White,3.0,3.0,36.0,2.9,Passed,700.526298
19186,-1.45,-0.55,67.0,No,Male,White,3.0,3.0,32.0,3.1,Passed,657.368406
19187,1.27,1.38,60.0,No,Male,White,2.0,3.0,33.0,2.9,Passed,653.157879
19188,0.44,0.44,63.0,No,Male,White,3.0,3.0,32.0,3.2,Passed,667.368406
19189,0.06,0.37,69.0,No,Female,White,4.0,3.0,42.0,3.9,Passed,895.2631359999999
19190,0.0,0.0,57.0,No,Female,Black,1.0,3.0,19.0,2.5,Failed_or_not_attempted,392.105257
19191,-0.23,-0.46,69.0,No,Male,White,4.0,4.0,35.0,3.6,Passed,754.736825
